44 6
[ -3.52298873e-01  -7.26909585e-01   5.89481093e-01   5.89481093e-01
  -6.61569726e-01  -4.63505705e-01   7.26909585e-01   1.84195422e-01
   6.61569726e-01  -1.02939056e-02  -5.24332659e-02   3.72010452e-02
  -1.00000000e+00   0.00000000e+00   0.00000000e+00   1.57079633e+00
   7.16479925e-02   3.52298873e-01   7.26909585e-01  -5.89481093e-01
   0.00000000e+00   1.71540196e-06  -2.17858953e-02  -7.61450574e-02
   5.64299191e-02  -3.52298873e-01  -7.26909585e-01   5.89481093e-01
   5.89481093e-01  -6.61569726e-01  -4.63505705e-01   7.26909585e-01
   1.84195422e-01   6.61569726e-01  -1.02304918e-02  -5.23024222e-02
   3.70949386e-02  -1.82427659e-03   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   1.57079633e+00  -1.57079633e+00]
[ -3.08598128e-01  -7.52720967e-01   5.81531032e-01   7.52720967e-01
   1.80521666e-01   6.33105895e-01  -5.81531032e-01   6.33105895e-01
   5.10880206e-01  -7.09777734e-04  -5.78763150e-02   7.02927005e-02
  -1.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
   5.38817913e-02   3.08598128e-01   7.52720967e-01  -5.81531032e-01
   2.50000000e-02   3.08759099e-03  -2.27485494e-09  -5.61450574e-02
   6.89551796e-02  -3.08598128e-01  -7.52720967e-01   5.81531032e-01
   7.52720967e-01   1.80521666e-01   6.33105895e-01  -5.81531032e-01
   6.33105895e-01   5.10880206e-01  -7.09777734e-04  -5.78763150e-02
   7.02927005e-02  -4.51710927e-03   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   1.57079633e+00  -1.57079633e+00]
[ -3.08598128e-01  -7.52720967e-01   5.81531032e-01   5.81531032e-01
  -6.33105895e-01  -5.10880206e-01   7.52720967e-01   1.80521666e-01
   6.33105895e-01  -2.09846930e-03  -6.12635593e-02   7.29095901e-02
  -1.00000000e+00   0.00000000e+00   0.00000000e+00   1.57079633e+00
   5.29167914e-02   3.08598128e-01   7.52720967e-01  -5.81531032e-01
   2.50000000e-02   2.30158217e-03  -2.27485494e-09  -5.61450574e-02
   6.89551796e-02  -3.08598128e-01  -7.52720967e-01   5.81531032e-01
   5.81531032e-01  -6.33105895e-01  -5.10880206e-01   7.52720967e-01
   1.80521666e-01   6.33105895e-01  -2.09846930e-03  -6.12635593e-02
   7.29095901e-02  -8.66192377e-04   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   1.04719755e+00  -1.04719755e+00]
[ -3.08598128e-01  -7.52720967e-01   5.81531032e-01   5.81531032e-01
  -6.33105895e-01  -5.10880206e-01   7.52720967e-01   1.80521666e-01
   6.33105895e-01  -2.09846930e-03  -6.12635593e-02   7.29095901e-02
  -1.00000000e+00   0.00000000e+00   0.00000000e+00   1.57079633e+00
   2.57904121e-02   3.08598128e-01   7.52720967e-01  -5.81531032e-01
   2.50000000e-02   1.48468061e-03  -2.27485494e-09  -5.61450574e-02
   6.89551796e-02  -3.08598128e-01  -7.52720967e-01   5.81531032e-01
   5.81531032e-01  -6.33105895e-01  -5.10880206e-01   7.52720967e-01
   1.80521666e-01   6.33105895e-01  -2.09846930e-03  -6.12635593e-02
   7.29095901e-02  -7.86178963e-04   0.00000000e+00   0.00000000e+00
   0.00000000e+00   0.00000000e+00   1.57079633e+00  -1.57079633e+00]
[ -4.83244837e-02  -7.89404339e-01   6.11968572e-01   7.89404339e-01
